scan_id,file_path,type,status,risk,score,sha256,sha256_prev,ssdeep,ssdeep_prev,phash,origin
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0308.TIF,image,intact,ok,100.0,7e4f837a6b16f3cca200a6a77d6465bab205723fd55c396030aa2a309dccbf28,7e4f837a6b16f3cca200a6a77d6465bab205723fd55c396030aa2a309dccbf28,49152:IbA2EbypOx2xfLXQhs9r2lylhrRqcS0gN7LU139a+WJa6nNm:YA2xOxUIylhrRqcLYpnNm,49152:IbA2EbypOx2xfLXQhs9r2lylhrRqcS0gN7LU139a+WJa6nNm:YA2xOxUIylhrRqcLYpnNm,ccadcc8ce8ac3b32,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0131.TIF,image,intact,ok,100.0,d1a5b05c5cccf109f459d71ec91be21d29321103ece33079ba001d763cfd5f18,d1a5b05c5cccf109f459d71ec91be21d29321103ece33079ba001d763cfd5f18,49152:eXyU2ZlJULCiFhuZjdWgZrR3miIQ+Nbx0KvbKkra6dYXUEI0YMivW5wR8Bge2o8M:yYz6CiLuldWcEBQ+juUEI0YAgh1tRgsw,49152:eXyU2ZlJULCiFhuZjdWgZrR3miIQ+Nbx0KvbKkra6dYXUEI0YMivW5wR8Bge2o8M:yYz6CiLuldWcEBQ+juUEI0YAgh1tRgsw,a2d93d65422d3b87,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0648.TIF,image,intact,ok,100.0,6bf889c775bc5c4b3974627856750e4783a54736a9187e62c2b661e39f265512,6bf889c775bc5c4b3974627856750e4783a54736a9187e62c2b661e39f265512,49152:/2KzyegHKQ+HixOTG0cjD12M5FYyRXDOpoZP3uvGjylxGDJWijGgngswRQ:/2KzyTHKiYFOAixRbZP3uvVx6T5,49152:/2KzyegHKQ+HixOTG0cjD12M5FYyRXDOpoZP3uvGjylxGDJWijGgngswRQ:/2KzyTHKiYFOAixRbZP3uvVx6T5,e0c838bf83656e1d,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0556.TIF,image,intact,ok,100.0,4a6d0946e7dfbdaf7f939795379e05b0d523bb1631cf7966a192e168198b12dd,4a6d0946e7dfbdaf7f939795379e05b0d523bb1631cf7966a192e168198b12dd,98304:wee+z/MgPIX+MrPm4T9+pn0iqdafB5/ig22SZH+:TjzMgPIJq4E0HKbag22Y+,98304:wee+z/MgPIX+MrPm4T9+pn0iqdafB5/ig22SZH+:TjzMgPIJq4E0HKbag22Y+,dfe521c20cada4cb,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0122.TIF,image,intact,ok,100.0,d7573c4a9f2d9ed6653454323fbc232f55bb76e4d514d3e38f1005858be3d569,d7573c4a9f2d9ed6653454323fbc232f55bb76e4d514d3e38f1005858be3d569,49152:tWhf72HF5ot5Oa8pMaNYy/6SKbhq4H1F16xGjYAtgtw1FepuxzdrmIskt3CUMGfM:tWFMeaRyyCSQxHc1At/55MjUCBgm,49152:tWhf72HF5ot5Oa8pMaNYy/6SKbhq4H1F16xGjYAtgtw1FepuxzdrmIskt3CUMGfM:tWFMeaRyyCSQxHc1At/55MjUCBgm,b127c45a7aca5a2d,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0500.TIF,image,intact,ok,100.0,5bf5cc83485a6dc89cb2e6a274e48272e3f176bca89ca2001595f1ac6ae71e8b,5bf5cc83485a6dc89cb2e6a274e48272e3f176bca89ca2001595f1ac6ae71e8b,49152:bhGjkA8wVsABWPUudtGpZfAokpRfppSaWGAE7nQFVHYoFhMoUeXZjC+HQS4IIsL:e8wuPLdtgJARTyFG7QXDbJUaZj9HQE1,49152:bhGjkA8wVsABWPUudtGpZfAokpRfppSaWGAE7nQFVHYoFhMoUeXZjC+HQS4IIsL:e8wuPLdtgJARTyFG7QXDbJUaZj9HQE1,d53681721ec1eccb,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0520.TIF,image,intact,ok,100.0,de5d21d11a747381d66f55b5428243e0f70b3242ffd9c04a033b87db313be948,de5d21d11a747381d66f55b5428243e0f70b3242ffd9c04a033b87db313be948,49152:n+1jQfyfTOnkCDpnWIJf+ggfrK3lUw5KbN367b1o:n+hjCdf+tOVt5SNo+,49152:n+1jQfyfTOnkCDpnWIJf+ggfrK3lUw5KbN367b1o:n+hjCdf+tOVt5SNo+,ff3fd7c20a09e810,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0357.TIF,image,intact,ok,100.0,ab75f5c3fd03f7bd89104a7dc2487266a4e7266e5f4ccc40a5d6183129e0fb30,ab75f5c3fd03f7bd89104a7dc2487266a4e7266e5f4ccc40a5d6183129e0fb30,49152:rPYDYswX5ZpUnAEBZJglBHXfcwCpx3R5LnnC2nwOiJqS45henbdALkSdGWX0M:D8YRoB7anf6pxh5LnCCKqSAUbdAsWX0M,49152:rPYDYswX5ZpUnAEBZJglBHXfcwCpx3R5LnnC2nwOiJqS45henbdALkSdGWX0M:D8YRoB7anf6pxh5LnCCKqSAUbdAsWX0M,ed8de736607896c0,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0269.TIF,image,intact,ok,100.0,5ce7f91240bd09e23914315c6d6b8859f1def4d863e5f330415775aa47d098cf,5ce7f91240bd09e23914315c6d6b8859f1def4d863e5f330415775aa47d098cf,49152:nHl2hRnXwwjM059zg1m1p3ACcCK4YKYMKvxC28zTyCDmCHzk:nJJNd1MSg2l+mCHg,49152:nHl2hRnXwwjM059zg1m1p3ACcCK4YKYMKvxC28zTyCDmCHzk:nJJNd1MSg2l+mCHg,812f7d82813f6796,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0048.TIF,image,intact,ok,100.0,f6ca2d069ace0c6cc0246ed135442e9af79b9945d1ff3450710be4708ece0b51,f6ca2d069ace0c6cc0246ed135442e9af79b9945d1ff3450710be4708ece0b51,49152:eSCfI/f2YEnGUJAriMp0UCdWk4VXObphA85jKi3H9/meWOOifwsCES9tVN:e9fS2ArDlO0i3HNDFItVN,49152:eSCfI/f2YEnGUJAriMp0UCdWk4VXObphA85jKi3H9/meWOOifwsCES9tVN:e9fS2ArDlO0i3HNDFItVN,e2e16656868da1bb,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0093.TIF,image,intact,ok,100.0,8c22733d109a35d45c00d5364c9def74cb6e41e14c0a468e51f2a9c834256257,8c22733d109a35d45c00d5364c9def74cb6e41e14c0a468e51f2a9c834256257,49152:3IM8pYOWn0xlbDZmxAJ66xwYd5K0yr0ugkMKE0tCMjZNPc+UbuJLs1Ct:YM8qO2svHRd5Krr0ugIEcCMjYv1Ct,49152:3IM8pYOWn0xlbDZmxAJ66xwYd5K0yr0ugkMKE0tCMjZNPc+UbuJLs1Ct:YM8qO2svHRd5Krr0ugIEcCMjYv1Ct,952ae3c98bb8b187,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0344.TIF,image,intact,ok,100.0,a0ffd4a4ee2ff274f028ebafda124892a02d33f633cd79606221e13ab9ba9259,a0ffd4a4ee2ff274f028ebafda124892a02d33f633cd79606221e13ab9ba9259,49152:wE7VqdNaqtXNI61pvndej5NQlW9Ml+jTqsV3Pc2zEVSQp68H532qCLHFTzlIFPjO:uFdD/cjklcY4PHKSQH2pzlINVjGpNua,49152:wE7VqdNaqtXNI61pvndej5NQlW9Ml+jTqsV3Pc2zEVSQp68H532qCLHFTzlIFPjO:uFdD/cjklcY4PHKSQH2pzlINVjGpNua,ae6e8e8e8b172313,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0607.TIF,image,intact,ok,100.0,05edf176cb7307d75f854c375fff41b5a2b3e70545a07ae257d1bbc2ee292ece,05edf176cb7307d75f854c375fff41b5a2b3e70545a07ae257d1bbc2ee292ece,49152:0Gr1LN6i0ZYL5LcwhcmWPc0gg5rfC9rxmpMAwC1Fsyk40ITHwNDjPz3f8M5XsQmO:5N6iuq6mrGSxmqA/zsskFS0ENdG,49152:0Gr1LN6i0ZYL5LcwhcmWPc0gg5rfC9rxmpMAwC1Fsyk40ITHwNDjPz3f8M5XsQmO:5N6iuq6mrGSxmqA/zsskFS0ENdG,d4bdc03b33e08d36,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0183.TIF,image,intact,ok,100.0,26759ba0b10c326dea8a8a8db9b5fcb38e39f41dd6ea662864b25c9833011d9f,26759ba0b10c326dea8a8a8db9b5fcb38e39f41dd6ea662864b25c9833011d9f,49152:dlla8TsUNeS2ugdHBRLaiX/c3fcZ6kUc3UaY0jRv98fD+r4wU81lmLyJ41:blaW1suwHD9Xacf20jRv9sDpt81wP1,49152:dlla8TsUNeS2ugdHBRLaiX/c3fcZ6kUc3UaY0jRv98fD+r4wU81lmLyJ41:blaW1suwHD9Xacf20jRv9sDpt81wP1,d24e6c0bc50767cd,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0012.TIF,image,intact,ok,100.0,2c62947b25377cf91d71e3ff6f523ea24b83c6fe5e93212d4b4f0b8ae257b911,2c62947b25377cf91d71e3ff6f523ea24b83c6fe5e93212d4b4f0b8ae257b911,49152:adDIsureDOIRUqJGEHKC+xf/9gJyN+XyDo5F7kEjdgqnTjIyCROfYOnqQ5:SDNekRIEqC+R/NwCqXuu4ynt5,49152:adDIsureDOIRUqJGEHKC+xf/9gJyN+XyDo5F7kEjdgqnTjIyCROfYOnqQ5:SDNekRIEqC+R/NwCqXuu4ynt5,cabdee40b0bc960b,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0219.TIF,image,intact,ok,100.0,1c29ffea85ff4f4870b72db1482f2aa43ab0f0a1deca406c12e0850da1cc1f15,1c29ffea85ff4f4870b72db1482f2aa43ab0f0a1deca406c12e0850da1cc1f15,49152:zV0c6vU2gcS+EvPyDmBBla87IIagyXl5irkUuSgHfE7JfYx9Td6LbWNQ:zRvMEvP2mvQ87pa7TqDuSgGJfk/Ob1,49152:zV0c6vU2gcS+EvPyDmBBla87IIagyXl5irkUuSgHfE7JfYx9Td6LbWNQ:zRvMEvP2mvQ87pa7TqDuSgGJfk/Ob1,8242bf3a4ebc3353,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0590.TIF,image,intact,ok,100.0,e7498ca31bec16d5d2ab1c4c38b8f533d0323b37b36f4729a21f33059b681c13,e7498ca31bec16d5d2ab1c4c38b8f533d0323b37b36f4729a21f33059b681c13,98304:2bYR86VdwBLu+RoxDdBwsT+RXGPzbQsdd:UYR8hJopdBb6GPzbb,98304:2bYR86VdwBLu+RoxDdBwsT+RXGPzbQsdd:UYR8hJopdBb6GPzbb,f48ecb30e8cacea1,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0499.TIF,image,intact,ok,100.0,397632daa695f51cf6f77ee0dde65dc977e7645b2fd4bd7f6982533c4e8b60a1,397632daa695f51cf6f77ee0dde65dc977e7645b2fd4bd7f6982533c4e8b60a1,49152:Mzma1xJIi3kre3Mvb6IuDeXWlvMtyg/ttY9wISgRIdHoO+yq9BXbKBB4z18n0:M6a1/I1XWlvMXXcR2Hotyq9BX+y8n0,49152:Mzma1xJIi3kre3Mvb6IuDeXWlvMtyg/ttY9wISgRIdHoO+yq9BXbKBB4z18n0:M6a1/I1XWlvMXXcR2Hotyq9BX+y8n0,9835e34de8697626,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0331.TIF,image,intact,ok,100.0,6181a1d152a0e61c9777e8e151941ab6a0af47bc4c531bdd3575090a7ce268dd,6181a1d152a0e61c9777e8e151941ab6a0af47bc4c531bdd3575090a7ce268dd,49152:xlP5M53R/SlJmgiGiQTMr7kP++f5ogLnCFKjhDEvTskoyiG3dIcZp3MO3j8:f5OEHmL1+BnGKj9uFNh3P8,49152:xlP5M53R/SlJmgiGiQTMr7kP++f5ogLnCFKjhDEvTskoyiG3dIcZp3MO3j8:f5OEHmL1+BnGKj9uFNh3P8,d0d48c052f79db72,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0027.TIF,image,intact,ok,100.0,48fc1065b32a8769b3e466fe65f13e1820905df1881a3fec4da8396d0210e277,48fc1065b32a8769b3e466fe65f13e1820905df1881a3fec4da8396d0210e277,98304:wcfTcPW5KUdvNNnxUenma8sI+eyVNQ2YJ2:wCMW5KUdvNcfJsdtYv2,98304:wcfTcPW5KUdvNNnxUenma8sI+eyVNQ2YJ2:wCMW5KUdvNcfJsdtYv2,fe9ae7936d920430,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0549.TIF,image,intact,ok,100.0,c7f83d6d9f3f6453826e6532b1327d97862254711dab1e7e89d48578a9488a1d,c7f83d6d9f3f6453826e6532b1327d97862254711dab1e7e89d48578a9488a1d,49152:YF5d0xA3pYq4SjaNJOeR/roR4KVQz8qXng1VK5CALdr9ssgUkNeD+Bl9jNZ9s:y0q5x4wanZKUTXngwBm/Nt9C,49152:YF5d0xA3pYq4SjaNJOeR/roR4KVQz8qXng1VK5CALdr9ssgUkNeD+Bl9jNZ9s:y0q5x4wanZKUTXngwBm/Nt9C,8e7067b89ff14928,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0454.TIF,image,intact,ok,100.0,1435bbdebed81584e82145debc74bdf2e3e7e6f4a2dcc46b3be9a8937f9743cb,1435bbdebed81584e82145debc74bdf2e3e7e6f4a2dcc46b3be9a8937f9743cb,98304:KrPz2s4MANj9vuR9688pYveSJ6m0fzEohI:Ug5vuj688qP0hI,98304:KrPz2s4MANj9vuR9688pYveSJ6m0fzEohI:Ug5vuj688qP0hI,b0307e7fc95830f1,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0069.TIF,image,intact,ok,100.0,31be816b1c03040fd22f8153d95d9898070c799633d3f2aed92ce98523d2ec3d,31be816b1c03040fd22f8153d95d9898070c799633d3f2aed92ce98523d2ec3d,49152:2SWXJoMz74fWx7Tt2OfnyOg8pz+ajAXb8IKwma73Li7TcsBQ7:H8z7btNnFrpArmScTQ,49152:2SWXJoMz74fWx7Tt2OfnyOg8pz+ajAXb8IKwma73Li7TcsBQ7:H8z7btNnFrpArmScTQ,f5eac27101213e6f,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0178.TIF,image,intact,ok,100.0,7f4813425c2f6348a24dad39e9e0b712c00e8d9b81a1784b13c8c3ac2e39406e,7f4813425c2f6348a24dad39e9e0b712c00e8d9b81a1784b13c8c3ac2e39406e,49152:aUjjAcX9SpM8tAkoe8uBeXTUGh5JziWGg/HeaYLm7oDr+Li1OjD7dArGeyrM0://X9Sa8t3Namo+FC7wAp7+r3yrM0,49152:aUjjAcX9SpM8tAkoe8uBeXTUGh5JziWGg/HeaYLm7oDr+Li1OjD7dArGeyrM0://X9Sa8t3Namo+FC7wAp7+r3yrM0,d8d2a3aea69b1e12,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0558.TIF,image,intact,ok,100.0,941dc798a5e6a274ca239138b770ed3e0cf6267b30513bb5ea79b9b4fc58dbc6,941dc798a5e6a274ca239138b770ed3e0cf6267b30513bb5ea79b9b4fc58dbc6,49152:w0AlLoNVrgFiY2VW1pjZDxPsF8+d67X06QeMHisW3nPckTYhUKE58WIX96ewWium:LaoNaiYxjUO+4LQ23UkKPY8NMJKk,49152:w0AlLoNVrgFiY2VW1pjZDxPsF8+d67X06QeMHisW3nPckTYhUKE58WIX96ewWium:LaoNaiYxjUO+4LQ23UkKPY8NMJKk,817f6077d483be30,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0519.TIF,image,intact,ok,100.0,99c414510b63fab95cd0380ac6066cbc76605dde42f8527cfa83d44815254039,99c414510b63fab95cd0380ac6066cbc76605dde42f8527cfa83d44815254039,49152:gKgq2OQpPCA4b/UUZRYGCVTFZcQ4rKHoATVqSrgikas2OSc3ZH1rlTJjbonv7cPv:gKYQA4xCXLcQ4WHnOikk5KTC7cPcpkT,49152:gKgq2OQpPCA4b/UUZRYGCVTFZcQ4rKHoATVqSrgikas2OSc3ZH1rlTJjbonv7cPv:gKYQA4xCXLcQ4WHnOikk5KTC7cPcpkT,a71d7630c971d127,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0251.TIF,image,intact,ok,100.0,b84a43b3b17233171b3085435d2be3f2a5560687a93625015ce29941b0dcb310,b84a43b3b17233171b3085435d2be3f2a5560687a93625015ce29941b0dcb310,49152:4YZo0BaNkpDimHl5McMgf0mEomFpqYLT/iXRLx8zKbbmMklmyeINcKKRsSRm0:4G32mDimHDiNmUPqYLqR98qQnUrRsSE0,49152:4YZo0BaNkpDimHl5McMgf0mEomFpqYLT/iXRLx8zKbbmMklmyeINcKKRsSRm0:4G32mDimHDiNmUPqYLqR98qQnUrRsSE0,e4c2c2d2cacbc9ad,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0257.TIF,image,intact,ok,100.0,667889ef0fd624bdaeaa5564f44dc4611f125beb0b600ad23dcb6145864ba4f7,667889ef0fd624bdaeaa5564f44dc4611f125beb0b600ad23dcb6145864ba4f7,49152:nxL8N8SNNght2OZtIElzKbtwVHWUWfDCV0c096S1qwF5GMX8Fyjscfkb2LNuKo8P:58N5NOL3TlgSWRfD40FIMZscMb5KhP,49152:nxL8N8SNNght2OZtIElzKbtwVHWUWfDCV0c096S1qwF5GMX8Fyjscfkb2LNuKo8P:58N5NOL3TlgSWRfD40FIMZscMb5KhP,d59585d524ee9a2c,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0526.TIF,image,intact,ok,100.0,e7e619ee12eb773403c1ab59be407a4ac6a379a8e40026005c98a10b82c2d1b2,e7e619ee12eb773403c1ab59be407a4ac6a379a8e40026005c98a10b82c2d1b2,98304:xSAoHqadUztrhD0N1f145icSTphT7Pzt86KaLF:xGHqsSrmvlcqx7Pzt86KaLF,98304:xSAoHqadUztrhD0N1f145icSTphT7Pzt86KaLF:xGHqsSrmvlcqx7Pzt86KaLF,c9dd202096677ccf,ai_or_synthetic
0dee571b-70da-463a-a20a-aa1c822766f9,/home/devadharshini/Downloads/data-images/Canon_60D/pristine/DPP0078.TIF,image,intact,ok,100.0,bd9b50f0f1e61ec6d7001b848f0be7a07764e38c05a4d7f71a04a251b4411d0f,bd9b50f0f1e61ec6d7001b848f0be7a07764e38c05a4d7f71a04a251b4411d0f,49152:NFHxfhaEOeJ4phguU5njXslQ1mrMmkEDUVZyWmXL7IcJzhTeN8+kuvdOpgZmzVEi:zR5aEb4MuUA6eXbM2TlUdkMUaGJ+BJ/+,49152:NFHxfhaEOeJ4phguU5njXslQ1mrMmkEDUVZyWmXL7IcJzhTeN8+kuvdOpgZmzVEi:zR5aEb4MuUA6eXbM2TlUdkMUaGJ+BJ/+,935b9a5ad0d06af4,ai_or_synthetic
